Mortgage ID,Joint Life,Age 1,Gender 1,Life 1 Status Change Date,Age 2,Gender 2,Life 2 Status Change Date,LTV,AER,Loan Amount,Completion Date,Servicing Fee,Portfolio,Valuation Date
920,Joint Life,90,Male,,73,Female,,0.234326843,0.0429,233935.76,43564,0.0015,Internal,45657
921,Single,71,Male,,,,,0.234592035,0.0415,35255.69,43504,0.0015,Internal,45657
922,Single,82,Female,,,,,0.335073368,0.0387,106065.46,43530,0.0015,Internal,45657
923,Single,79,Male,,,,,0.308838958,0.0393,256071.86,43504,0.0015,Internal,45657
924,Single,82,Male,,,,,0.413292227,0.0415,330862.12,43524,0.0015,Internal,45657
925,Single,71,Male,,,,,0.272836227,0.0415,109209.86,43500,0.0015,Internal,45657
926,Joint Life,79,Male,,120,Male,43797,0.311161955,0.038500001,105806.81,43584,0.0015,Internal,45657
927,Joint Life,75,Male,,74,Female,,0.149087798,0.038500001,31135.19,43496,0.0015,Internal,45657
928,Joint Life,74,Male,,76,Female,,0.260389746,0.0405,48793.35,43494,0.0015,Internal,45657
929,Joint Life,81,Male,,74,Female,,0.264864155,0.0456,72475.07,43496,0.0015,Internal,45657
930,Joint Life,78,Male,,82,Female,,0.280882477,0.0379,70012.26,43593,0.0015,Internal,45657
931,Joint Life,73,Male,,76,Female,,0.222245774,0.0405,144633.92,43522,0.0015,Internal,45657
932,Single,71,Female,,,,,0.223795024,0.0379,81901.56,43532,0.0015,Internal,45657
933,Joint Life,75,Male,,120,Female,45660,0.276594585,0.0393,163607.65,43510,0.0015,Internal,45657
934,Joint Life,73,Male,,75,Female,,0.327125298,0.0456,72898.33,43529,0.0015,Internal,45657
935,Joint Life,120,Male,44812,77,Female,,0.23313701,0.038500001,96550.21,43501,0.0015,Internal,45657
936,Joint Life,86,Male,,85,Female,,0.501731461,0.0456,344282.03,43514,0.0015,Internal,45657
937,Single,77,Female,,,,,0.405411553,0.0451,278188.48,43595,0.0015,Internal,45657
938,Joint Life,86,Male,,77,Female,,0.185248611,0.0375,46400.18,43545,0.0015,Internal,45657
939,Joint Life,85,Male,,84,Female,,0.369558849,0.0411,219482.88,43531,0.0015,Internal,45657
940,Joint Life,75,Male,,71,Female,,0.198518239,0.0397,44935.99,43545,0.0015,Internal,45657
941,Joint Life,120,Male,44861,67,Female,,0.300524047,0.0429,60199.3,43537,0.0015,Internal,45657
942,Joint Life,78,Male,,78,Female,,0.237161953,0.0391,36240.29,43529,0.0015,Internal,45657
943,Joint Life,68,Male,,90,Female,,0.254822955,0.0411,79033.45,43613,0.0015,Internal,45657
944,Joint Life,120,Male,45587,76,Female,,0.295697043,0.0387,104964.44,43546,0.0015,Internal,45657
945,Joint Life,77,Male,,78,Female,,0.101790387,0.038500001,31979.39,43536,0.0015,Internal,45657
946,Joint Life,76,Male,,75,Female,,0.105980426,0.037,74176.93,43557,0.0015,Internal,45657
947,Joint Life,76,Male,,67,Female,,0.236926545,0.0406,79897.38,43508,0.0015,Internal,45657
948,Joint Life,72,Male,,72,Female,,0.326200821,0.034644747,95013.21,43502,0.0015,Internal,45657
949,Joint Life,77,Male,,71,Female,,0.213254844,0.0379,100497.11,43522,0.0015,Internal,45657
950,Joint Life,120,Male,43734,67,Female,,0.25377112,0.052454477,172110.71,43522,0.0015,Internal,45657
951,Joint Life,66,Male,,66,Female,,0.22153721,0.0425,61248.12,43542,0.0015,Internal,45657
952,Joint Life,76,Male,,80,Male,,0.318692344,0.0425,228920.33,43504,0.0015,Internal,45657
953,Joint Life,72,Female,,86,Male,,0.20039068,0.0375,124483.21,43516,0.0015,Internal,45657
954,Single,68,Female,,,,,0.22405542,0.0368,70391.28,43648,0.0015,Internal,45657
955,Joint Life,89,Male,,84,Female,,0.123668259,0.037,40406.85,43532,0.0015,Internal,45657
956,Single,88,Male,,,,,0.151820717,0.0375,16630.82,43504,0.0015,Internal,45657
957,Single,89,Male,,,,,0.519323702,0.041209682,338801.84,43522,0.0015,Internal,45657
958,Joint Life,74,Male,,75,Female,,0.235606365,0.0383,50093.06,43502,0.0015,Internal,45657
959,Joint Life,77,Male,,77,Female,,0.39440111,0.039606312,280007.24,43518,0.0015,Internal,45657
960,Joint Life,74,Male,,71,Female,,0.226087151,0.0395,126415.9,43535,0.0015,Internal,45657
961,Single,75,Male,,,,,0.283908555,0.0395,53517.17,43537,0.0015,Internal,45657
962,Joint Life,71,Male,,69,Female,,0.263059833,0.047196884,115621.03,43510,0.0015,Internal,45657
963,Single,79,Female,,,,,0.088829495,0.0348,30476.86,43622,0.0015,Internal,45657
964,Joint Life,72,Male,,70,Female,,0.200731941,0.0415,45037.05,43507,0.0015,Internal,45657
965,Single,89,Female,,,,,0.211862139,0.0375,75205.32,43508,0.0015,Internal,45657
966,Single,67,Female,,,,,0.251966862,0.054395095,284209.16,43523,0.0015,Internal,45657
967,Single,86,Female,,,,,0.155566338,0.0375,124249.13,43545,0.0015,Internal,45657
968,Joint Life,77,Male,,71,Female,,0.324697296,0.044,323064.84,43514,0.0015,Internal,45657
969,Single,91,Female,,,,,0.24873331,0.0375,65426.48,43523,0.0015,Internal,45657
970,Joint Life,72,Male,,69,Female,,0.178250628,0.0383,79092.68,43518,0.0015,Internal,45657
971,Single,72,Female,,,,,0.16591172,0.0406,67465.89,43530,0.0015,Internal,45657
972,Joint Life,76,Male,,70,Female,,0.216814992,0.0429,94989.33,43517,0.0015,Internal,45657
973,Joint Life,69,Female,,75,Male,,0.136243677,0.0383,71909.96,43531,0.0015,Internal,45657
974,Joint Life,82,Male,,82,Female,,0.296992043,0.0383,172352.43,43549,0.0015,Internal,45657
975,Single,82,Male,,,,,0.134100885,0.037,51990.22,43544,0.0015,Internal,45657
976,Single,72,Female,,,,,0.283067121,0.0395,250889.74,43552,0.0015,Internal,45657
977,Single,79,Female,,,,,0.443915181,0.043047095,148691.43,43523,0.0015,Internal,45657
978,Joint Life,74,Male,,76,Female,,0.17075487,0.0375,31114.62,43518,0.0015,Internal,45657
979,Single,76,Female,,,,,0.14683422,0.037,80445.27,43546,0.0015,Internal,45657
980,Joint Life,71,Male,,78,Female,,0.279410274,0.0417,140451.3,43545,0.0015,Internal,45657
981,Single,78,Female,,,,,0.35015585,0.0451,66004.88,43524,0.0015,Internal,45657
982,Joint Life,73,Male,,71,Female,,0.288230141,0.038725557,64046.41,43522,0.0015,Internal,45657
983,Joint Life,76,Male,,74,Female,,0.346667934,0.0429,373275.1,43530,0.0015,Internal,45657
984,Joint Life,75,Male,,71,Female,,0.264007748,0.0395,312350.55,43517,0.0015,Internal,45657
985,Joint Life,68,Female,,70,Male,,0.238063906,0.0417,68068.33,43524,0.0015,Internal,45657
986,Joint Life,69,Male,,70,Female,,0.119221853,0.037,61356.44,43571,0.0015,Internal,45657
987,Single,72,Male,,,,,0.211281861,0.0379,74343.61,43585,0.0015,Internal,45657
988,Joint Life,75,Male,,73,Female,,0.261899854,0.0387,103628.53,43530,0.0015,Internal,45657
989,Single,72,Male,,,,,0.177590677,0.0355,76698.52,43524,0.0015,Internal,45657
990,Single,70,Male,,,,,0.388846354,0.0451,264330.06,43535,0.0015,Internal,45657
991,Single,80,Male,,,,,0.442190491,0.0451,303425.74,43538,0.0015,Internal,45657
992,Joint Life,78,Female,,87,Male,,0.241691648,0.0375,373153.21,43524,0.0015,Internal,45657
993,Joint Life,77,Male,,76,Female,,0.26078696,0.0365,61670.16,43552,0.0015,Internal,45657
994,Single,76,Female,,,,,0.295723554,0.0395,82483.74,43529,0.0015,Internal,45657
995,Joint Life,74,Male,,70,Female,,0.203856028,0.0373,62047.5,43536,0.0015,Internal,45657
996,Single,68,Male,,,,,0.169654937,0.0379,33586.31,43546,0.0015,Internal,45657
997,Single,80,Male,,,,,0.366938222,0.0379,55842.35,43679,0.0015,Internal,45657
998,Joint Life,92,Male,,80,Female,,0.268406855,0.037,154094.59,43586,0.0015,Internal,45657
999,Single,70,Female,,,,,0.250270381,0.0406,109701.41,43530,0.0015,Internal,45657
1000,Single,74,Male,,,,,0.329259431,0.043686825,148886,43522,0.0015,Internal,45657
1001,Single,91,Female,,,,,0.386323049,0.0379,67203.36,43535,0.0015,Internal,45657
1002,Joint Life,76,Male,,70,Female,,0.309088842,0.0451,109129.47,43532,0.0015,Internal,45657
1003,Joint Life,120,Male,44756,77,Female,,0.354842228,0.0391,150210.63,43551,0.0015,Internal,45657
1004,Single,75,Male,,,,,0.143507518,0.0355,24109.42,43613,0.0015,Internal,45657
1005,Single,82,Female,,,,,0.379815345,0.042144983,209912.51,43544,0.0015,Internal,45657
1006,Joint Life,77,Male,,83,Female,,0.255043312,0.0348,85077.02,43607,0.0015,Internal,45657
1007,Single,67,Female,,,,,0.190516301,0.0395,18858.1,43531,0.0015,Internal,45657
1008,Joint Life,79,Male,,78,Female,,0.118614903,0.0375,43508.58,43530,0.0015,Internal,45657
1009,Joint Life,80,Male,,72,Female,,0.246703834,0.0391,78815.86,43535,0.0015,Internal,45657
1010,Joint Life,70,Male,,67,Female,,0.201005528,0.0406,164934.86,43530,0.0015,Internal,45657
1011,Joint Life,77,Male,,69,Female,,0.197493833,0.044,63859.3,43522,0.0015,Internal,45657
1012,Joint Life,120,Male,45013,86,Female,,0.414719788,0.04,323124.47,43630,0.0015,Internal,45657
1013,Single,82,Female,,,,,0.129963046,0.037,69834.29,43599,0.0015,Internal,45657
1014,Joint Life,82,Male,,80,Female,,0.126351803,0.0375,79028.01,43558,0.0015,Internal,45657
1015,Joint Life,77,Male,,74,Female,,0.297275847,0.0379,524793.38,43619,0.0015,Internal,45657
1016,Joint Life,78,Male,,77,Female,,0.170156665,0.0375,103166.62,43529,0.0015,Internal,45657
1017,Single,74,Female,,,,,0.281837425,0.0398,125656.95,43552,0.0015,Internal,45657
1018,Single,78,Male,,,,,0.388358364,0.039469601,80889.27,43539,0.0015,Internal,45657
1019,Joint Life,70,Male,,70,Female,,0.22305059,0.0395,51678.49,43545,0.0015,Internal,45657
1020,Joint Life,82,Female,,83,Male,,0.241176672,0.0375,21143.07,43531,0.0015,Internal,45657
1021,Joint Life,74,Male,,71,Female,,0.29745224,0.044,186900.58,43536,0.0015,Internal,45657
1022,Joint Life,69,Female,,67,Male,,0.093324687,0.037,30919.22,43553,0.0015,Internal,45657
1023,Joint Life,120,Male,45399,78,Female,,0.249152353,0.0387,208681.98,43580,0.0015,Internal,45657
1024,Joint Life,72,Male,,69,Female,,0.307006226,0.031636347,244837.69,43628,0.0015,Internal,45657
1025,Joint Life,79,Female,,79,Male,,0.163656819,0.0375,55789.55,43557,0.0015,Internal,45657
1026,Single,82,Male,,,,,0.306896926,0.033215566,181932.38,43532,0.0015,Internal,45657
1027,Single,83,Female,,,,,0.257547081,0.047266232,53784.32,43530,0.0015,Internal,45657
1028,Joint Life,71,Male,,70,Female,,0.134496034,0.037,130743.52,43572,0.0015,Internal,45657
1029,Joint Life,90,Male,,90,Female,,0.440975237,0.0438,166360.4,43545,0.0015,Internal,45657
1030,Single,68,Female,,,,,0.137856485,0.037,17592.99,43578,0.0015,Internal,45657
1031,Joint Life,120,Male,45674,67,Female,,0.164812592,0.0376,62134.82,43539,0.0015,Internal,45657
1032,Joint Life,70,Male,,70,Female,,0.219652104,0.038500001,75004.59,43531,0.0015,Internal,45657
1033,Joint Life,69,Male,,67,Female,,0.289583512,0.041048668,75117.63,43539,0.0015,Internal,45657
1034,Single,71,Female,,,,,0.324866228,0.038039494,63185.12,43560,0.0015,Internal,45657
1035,Joint Life,69,Male,,69,Female,,0.247548403,0.0411,81677.92,43553,0.0015,Internal,45657
1036,Joint Life,80,Female,,79,Male,,0.254575975,0.038905547,79640.97,43558,0.0015,Internal,45657
1037,Single,74,Female,,,,,0.283432646,0.038500001,31946.78,43546,0.0015,Internal,45657
1038,Single,74,Female,,,,,0.258069082,0.038500001,42420.28,43550,0.0015,Internal,45657
1039,Single,82,Female,,,,,0.444327146,0.0438,147209.16,43571,0.0015,Internal,45657
1040,Single,78,Female,,,,,0.224139087,0.037,185843.5,43535,0.0015,Internal,45657
1041,Joint Life,70,Male,,67,Female,,0.315533819,0.0411,105802.74,43595,0.0015,Internal,45657
1042,Joint Life,79,Male,,71,Female,,0.288361811,0.0438,329783.95,43549,0.0015,Internal,45657
1043,Single,81,Female,,,,,0.239163899,0.037,50251.03,43544,0.0015,Internal,45657
1044,Joint Life,77,Male,,72,Female,,0.250831726,0.0451,152080.21,43546,0.0015,Internal,45657
1045,Joint Life,85,Male,,82,Female,,0.344842413,0.0363,244819.43,43644,0.0015,Internal,45657
1046,Joint Life,72,Male,,66,Female,,0.315836434,0.042546631,250466.59,43537,0.0015,Internal,45657
1047,Joint Life,70,Male,,77,Female,,0.275619908,0.0411,147646.78,43580,0.0015,Internal,45657
1048,Joint Life,70,Male,,120,Female,45202,0.168697269,0.0411,90917.14,43543,0.0015,Internal,45657
1049,Single,73,Female,,,,,0.345602002,0.0431,190152.99,43567,0.0015,Internal,45657
1050,Joint Life,75,Male,,68,Female,,0.278696629,0.0451,73548.6,43535,0.0015,Internal,45657
1051,Joint Life,120,Male,45191,72,Female,,0.304542904,0.0451,27146.38,43564,0.0015,Internal,45657
1052,Single,69,Female,,,,,0.318191734,0.035288411,121479.48,43567,0.0015,Internal,45657
1053,Joint Life,86,Male,,86,Female,,0.350767323,0.0348,518803.74,43623,0.0015,Internal,45657
1054,Single,91,Female,,,,,0.432085906,0.0438,107381.8,43549,0.0015,Internal,45657
1055,Single,83,Female,,,,,0.488557462,0.048986888,196371.64,43546,0.0015,Internal,45657
1056,Joint Life,81,Male,,81,Female,,0.062930388,0.037,30433.49,43550,0.0015,Internal,45657
1057,Joint Life,73,Female,,75,Male,,0.294768934,0.0382,124731.23,43536,0.0015,Internal,45657
1058,Joint Life,70,Male,,67,Female,,0.202633218,0.0411,32761.94,43544,0.0015,Internal,45657
1059,Single,73,Female,,,,,0.061282194,0.037,61634.97,43558,0.0015,Internal,45657
1060,Joint Life,74,Male,,71,Female,,0.337640871,0.0451,200793.72,43600,0.0015,Internal,45657
1061,Joint Life,120,Female,44079,69,Male,,0.169638001,0.0373,99128.72,43551,0.0015,Internal,45657
1062,Single,81,Female,,,,,0.108089406,0.037,80350.44,43558,0.0015,Internal,45657
1063,Joint Life,76,Male,,74,Female,,0.272524419,0.0398,305723.54,43544,0.0015,Internal,45657
1064,Joint Life,82,Male,,81,Female,,0.294637688,0.037,213435.17,43578,0.0015,Internal,45657
1065,Joint Life,76,Male,,66,Female,,0.120432422,0.037,65980.66,43552,0.0015,Internal,45657
1066,Joint Life,76,Male,,74,Female,,0.307533231,0.0438,77117.01,43551,0.0015,Internal,45657
1067,Single,91,Female,,,,,0.519575712,0.0398,252061.58,43552,0.0015,Internal,45657
1068,Joint Life,70,Male,,69,Female,,0.27460939,0.0451,144970.59,43553,0.0015,Internal,45657
1069,Joint Life,77,Male,,72,Female,,0.324475071,0.0425,101742.21,43580,0.0015,Internal,45657
1070,Single,84,Female,,,,,0.408816398,0.0425,76384.09,43571,0.0015,Internal,45657
1071,Single,70,Female,,,,,0.213283746,0.037,102446.9,43564,0.0015,Internal,45657
1072,Single,74,Male,,,,,0.260795315,0.0343,71581.83,43705,0.0015,Internal,45657
1073,Joint Life,66,Male,,66,Female,,0.205076773,0.0451,94730.33,43560,0.0015,Internal,45657
1074,Joint Life,70,Male,,72,Female,,0.16526579,0.0379,72153.13,43566,0.0015,Internal,45657
1075,Joint Life,69,Male,,69,Female,,0.199419577,0.0368,177417.66,43598,0.0015,Internal,45657
1076,Joint Life,71,Male,,120,Female,44797,0.251306887,0.041142364,55105.22,43628,0.0015,Internal,45657
1077,Joint Life,76,Male,,78,Female,,0.139106622,0.037,58003.76,43543,0.0015,Internal,45657
1078,Joint Life,70,Male,,76,Female,,0.390157006,0.039667266,55263.1,43553,0.0015,Internal,45657
1079,Joint Life,70,Male,,71,Female,,0.272965042,0.0438,44094.64,43564,0.0015,Internal,45657
1080,Single,71,Male,,,,,0.246696245,0.0379,225706.62,43549,0.0015,Internal,45657
1081,Joint Life,77,Male,,75,Female,,0.204226182,0.037,129293.14,43549,0.0015,Internal,45657
1082,Single,89,Female,,,,,0.397128707,0.038500001,87246.69,43560,0.0015,Internal,45657
1083,Single,69,Female,,,,,0.272343873,0.0411,131982.89,43616,0.0015,Internal,45657
1084,Joint Life,73,Female,,120,Male,45419,0.291823092,0.0425,92902,43557,0.0015,Internal,45657
1085,Single,72,Male,,,,,0.251854261,0.0379,111751.8,43564,0.0015,Internal,45657
1086,Joint Life,120,Male,43635,79,Female,,0.363333496,0.0425,266918.05,43564,0.0015,Internal,45657
1087,Joint Life,78,Male,,70,Female,,0.285575092,0.0425,50911.25,43573,0.0015,Internal,45657
1088,Single,81,Male,,,,,0.259903032,0.043369778,117601.62,43552,0.0015,Internal,45657
1089,Joint Life,75,Male,,120,Female,45512,0.315904949,0.0391,99247.56,43637,0.0015,Internal,45657
1090,Joint Life,77,Male,,74,Female,,0.306097921,0.034039769,61996.78,43552,0.0015,Internal,45657
1091,Single,84,Male,,,,,0.435628039,0.033554646,102125.04,43606,0.0015,Internal,45657
1092,Single,80,Female,,,,,0.170756921,0.037,195285.54,43563,0.0015,Internal,45657
1093,Joint Life,85,Male,,81,Female,,0.334618572,0.0373,267879.73,43570,0.0015,Internal,45657
1094,Joint Life,81,Male,,78,Female,,0.420518276,0.048956354,137692.34,43566,0.0015,Internal,45657
1095,Single,77,Female,,,,,0.351075191,0.040883823,48602.8,43581,0.0015,Internal,45657
1096,Joint Life,74,Male,,71,Female,,0.345673192,0.043111386,128786.68,43586,0.0015,Internal,45657
1097,Joint Life,76,Male,,80,Female,,0.3519798,0.0398,213346.43,43564,0.0015,Internal,45657
1098,Joint Life,120,Male,43667,81,Female,,0.286688801,0.0382,30269.5,43573,0.0015,Internal,45657
1099,Joint Life,66,Male,,66,Female,,0.228624301,0.0438,41461.5,43546,0.0015,Internal,45657
1100,Single,72,Male,,,,,0.377522192,0.032557045,67362.23,43550,0.0015,Internal,45657
1101,Joint Life,72,Male,,74,Female,,0.318104776,0.036016332,51859.61,43560,0.0015,Internal,45657
1102,Single,83,Female,,,,,0.450209993,0.0451,91181,43571,0.0015,Internal,45657
1103,Single,76,Female,,,,,0.326890616,0.0438,49295.48,43565,0.0015,Internal,45657
1104,Joint Life,74,Male,,71,Female,,0.294169968,0.047880894,144923.91,43578,0.0015,Internal,45657
1105,Joint Life,75,Male,,74,Female,,0.341027041,0.033518479,81720.4,43580,0.0015,Internal,45657
1106,Joint Life,89,Male,,82,Female,,0.349831828,0.0411,101574.93,43581,0.0015,Internal,45657
1107,Joint Life,78,Male,,81,Female,,0.2404059,0.037,687348.36,43630,0.0015,Internal,45657
1108,Joint Life,77,Male,,73,Female,,0.219381266,0.0376,86861.1,43553,0.0015,Internal,45657
1109,Joint Life,69,Female,,68,Male,,0.294658693,0.038389562,181998.87,43559,0.0015,Internal,45657
1110,Joint Life,68,Male,,72,Female,,0.294654552,0.050771138,155047.63,43553,0.0015,Internal,45657
1111,Joint Life,74,Male,,73,Female,,0.391367931,0.040579274,239173.04,43566,0.0015,Internal,45657
1112,Single,80,Female,,,,,0.371343978,0.0418,186663.66,43623,0.0015,Internal,45657
1113,Single,75,Female,,,,,0.210487088,0.037,49367.84,43564,0.0015,Internal,45657
1114,Single,101,Female,,,,,0.197033015,0.0348,67600.83,43602,0.0015,Internal,45657
1115,Single,73,Female,,,,,0.256598675,0.0382,49740.99,43566,0.0015,Internal,45657
1116,Joint Life,71,Male,,67,Female,,0.158555104,0.033281304,39462.02,43595,0.0015,Internal,45657
1117,Joint Life,120,Male,43661,80,Female,,0.294281128,0.037,55282.59,43621,0.0015,Internal,45657
1118,Joint Life,69,Male,,73,Female,,0.250939441,0.035974871,95495.35,43585,0.0015,Internal,45657
1119,Joint Life,79,Male,,78,Female,,0.265019511,0.0353,205953.92,43670,0.0015,Internal,45657
1120,Single,66,Female,,,,,0.236481682,0.038500001,146043.77,43595,0.0015,Internal,45657
1121,Joint Life,73,Male,,74,Female,,0.077344268,0.037,18491.35,43586,0.0015,Internal,45657
1122,Joint Life,75,Male,,74,Female,,0.297986326,0.0368,46150.88,43601,0.0015,Internal,45657
1123,Single,76,Male,,,,,0.258949785,0.0379,34051.76,43559,0.0015,Internal,45657
1124,Joint Life,120,Male,45492,89,Female,,0.43416862,0.0398,145362.32,43578,0.0015,Internal,45657
1125,Single,81,Female,,,,,0.331253654,0.0411,84102.97,43573,0.0015,Internal,45657
1126,Joint Life,73,Male,,77,Female,,0.290637166,0.0411,123845.41,43567,0.0015,Internal,45657
1127,Joint Life,84,Male,,81,Female,,0.394912366,0.0382,248402.06,43578,0.0015,Internal,45657
1128,Single,70,Male,,,,,0.229109494,0.0431,81802.52,43572,0.0015,Internal,45657
1129,Single,82,Female,,,,,0.328204881,0.0363,226846,43634,0.0015,Internal,45657
1130,Joint Life,68,Male,,68,Female,,0.156526373,0.0373,143574.35,43584,0.0015,Internal,45657
1131,Joint Life,85,Male,,64,Female,,0.284133188,0.037,35697.12,43573,0.0015,Internal,45657
1132,Joint Life,70,Male,,68,Female,,0.178853002,0.0379,75118.75,43580,0.0015,Internal,45657
1133,Joint Life,91,Male,,88,Female,,0.368351657,0.0358,252758.43,43621,0.0015,Internal,45657
1134,Single,67,Female,,,,,0.226069588,0.0382,71099.51,43668,0.0015,Internal,45657
1135,Joint Life,78,Male,,74,Female,,0.393489391,0.049839101,183892.06,43581,0.0015,Internal,45657
1136,Joint Life,75,Male,,76,Female,,0.310817057,0.0393,125042.52,43572,0.0015,Internal,45657
1137,Joint Life,72,Male,,67,Female,,0.195568702,0.038500001,41297.51,43626,0.0015,Internal,45657
1138,Single,75,Female,,,,,0.116704312,0.0358,123243.31,43581,0.0015,Internal,45657
1139,Joint Life,74,Female,,76,Male,,0.246933143,0.037,232577.69,43644,0.0015,Internal,45657
1140,Single,81,Female,,,,,0.372883916,0.0381,140592.12,43642,0.0015,Internal,45657
1141,Joint Life,71,Male,,73,Female,,0.389192479,0.045132501,97566.5,43565,0.0015,Internal,45657
1142,Single,95,Female,,,,,0.200006116,0.029861707,312968.81,43580,0.0015,Internal,45657
1143,Joint Life,87,Male,,84,Female,,0.117183742,0.037,62365.18,43587,0.0015,Internal,45657
1144,Joint Life,74,Male,,70,Female,,0.262170822,0.033521624,244602.33,43592,0.0015,Internal,45657
1145,Joint Life,85,Male,,78,Female,,0.334604607,0.043658486,300084.69,43600,0.0015,Internal,45657
1146,Joint Life,70,Male,,71,Female,,0.285719401,0.04,150110.19,43605,0.0015,Internal,45657
1147,Single,83,Female,,,,,0.170033341,0.0358,73375.29,43600,0.0015,Internal,45657
1148,Joint Life,79,Male,,79,Female,,0.190389377,0.0358,49047.85,43572,0.0015,Internal,45657
1149,Joint Life,80,Male,,80,Female,,0.267121895,0.037,188137.23,43585,0.0015,Internal,45657
1150,Joint Life,80,Female,,83,Male,,0.124857829,0.037,40372.57,43620,0.0015,Internal,45657
1151,Single,78,Male,,,,,0.235158453,0.0358,36708.7,43594,0.0015,Internal,45657
1152,Joint Life,76,Female,,67,Male,,0.273255043,0.04,143502.92,43628,0.0015,Internal,45657
1153,Joint Life,79,Male,,79,Female,,0.17928309,0.03777761,119719.76,43595,0.0015,Internal,45657
1154,Joint Life,79,Male,,75,Female,,0.313060322,0.04,93798.86,43607,0.0015,Internal,45657
1155,Joint Life,74,Male,,78,Female,,0.284308792,0.0365,455208.22,43578,0.0015,Internal,45657
1156,Joint Life,91,Male,,87,Female,,0.279329786,0.0358,163713.4,43585,0.0015,Internal,45657
1157,Single,76,Male,,,,,0.324829683,0.0358,107687.51,43587,0.0015,Internal,45657
1158,Joint Life,120,Male,45244,78,Female,,0.316927523,0.0324,142552.63,43717,0.0015,Internal,45657
1159,Single,89,Male,,,,,0.41291972,0.0393,40528.48,43598,0.0015,Internal,45657
1160,Joint Life,79,Male,,76,Female,,0.263899403,0.0365,147247.48,43605,0.0015,Internal,45657
1161,Joint Life,69,Female,,70,Male,,0.239583675,0.038,58827.39,43566,0.0015,Internal,45657
1162,Joint Life,70,Female,,72,Male,,0.244371411,0.0365,23871.5,43579,0.0015,Internal,45657
1163,Single,93,Female,,,,,0.521125401,0.0431,137526.04,43598,0.0015,Internal,45657
1164,Single,93,Female,,,,,0.489657715,0.038,377549.37,43600,0.0015,Internal,45657
1165,Joint Life,75,Male,,71,Female,,0.246264089,0.038,97817.11,43602,0.0015,Internal,45657
1166,Joint Life,82,Male,,78,Female,,0.263121202,0.0358,195255.79,43622,0.0015,Internal,45657
1167,Joint Life,72,Male,,69,Female,,0.254584958,0.042489109,121821.87,43637,0.0015,Internal,45657
1168,Single,83,Female,,,,,0.424033177,0.0431,47963.23,43629,0.0015,Internal,45657
1169,Single,94,Female,,,,,0.528969449,0.0411,165856.39,43654,0.0015,Internal,45657
1170,Joint Life,78,Male,,78,Female,,0.238450121,0.0358,130897.26,43579,0.0015,Internal,45657
1171,Single,69,Male,,,,,0.237515962,0.0367,78690.95,43598,0.0015,Internal,45657
1172,Joint Life,70,Male,,74,Female,,0.37370564,0.037321887,149135.19,43601,0.0015,Internal,45657
1173,Joint Life,74,Female,,76,Male,,0.30182489,0.0393,62469.02,43580,0.0015,Internal,45657
1174,Single,74,Female,,,,,0.249334839,0.0365,67666.08,43578,0.0015,Internal,45657
1175,Single,74,Female,,,,,0.344287082,0.0405,200459.03,43616,0.0015,Internal,45657
1176,Single,69,Female,,,,,0.284889025,0.036293593,50910.49,43593,0.0015,Internal,45657
1177,Joint Life,69,Male,,68,Female,,0.201985664,0.0362,105424.37,43598,0.0015,Internal,45657
1178,Single,79,Female,,,,,0.376763503,0.035718356,268833.61,43593,0.0015,Internal,45657
1179,Joint Life,81,Male,,78,Female,,0.457113198,0.040517777,571368.34,43592,0.0015,Internal,45657
1180,Joint Life,70,Male,,71,Female,,0.23024521,0.0367,46911.14,43580,0.0015,Internal,45657
1181,Single,69,Male,,,,,0.244924995,0.0393,36808.58,43628,0.0015,Internal,45657
1182,Joint Life,70,Male,,67,Female,,0.21704526,0.0393,25914.33,43657,0.0015,Internal,45657
1183,Joint Life,72,Male,,67,Female,,0.250718999,0.0393,109888.05,43585,0.0015,Internal,45657
1184,Joint Life,72,Male,,69,Female,,0.138923255,0.0348,72957.09,43602,0.0015,Internal,45657
1185,Single,66,Female,,,,,0.279687673,0.034426903,89357.13,43671,0.0015,Internal,45657
1186,Joint Life,84,Male,,73,Female,,0.215110963,0.0367,63542.69,43585,0.0015,Internal,45657
1187,Joint Life,81,Male,,78,Female,,0.311585588,0.04025038,209306.75,43601,0.0015,Internal,45657
1188,Single,84,Female,,,,,0.363808593,0.0352,145370.31,43665,0.0015,Internal,45657
1189,Single,67,Female,,,,,0.128544699,0.036,44335.18,43578,0.0015,Internal,45657
1190,Single,87,Male,,,,,0.477775091,0.0368,327843.46,43728,0.0015,Internal,45657
1191,Joint Life,71,Male,,67,Female,,0.201851317,0.0393,88784.28,43608,0.0015,Internal,45657
1192,Joint Life,75,Male,,73,Female,,0.29392762,0.0418,164681.56,43602,0.0015,Internal,45657
1193,Joint Life,67,Male,,67,Female,,0.202636696,0.0389,41149.64,43605,0.0015,Internal,45657
1194,Joint Life,79,Male,,79,Female,,0.237695997,0.031936137,83422.98,43648,0.0015,Internal,45657
1195,Single,78,Female,,,,,0.302913732,0.0355,207256.89,43615,0.0015,Internal,45657
1196,Joint Life,78,Male,,77,Female,,0.331632311,0.035,425336.22,43620,0.0015,Internal,45657
1197,Joint Life,75,Male,,67,Female,,0.186813006,0.0367,99421.87,43606,0.0015,Internal,45657
1198,Joint Life,69,Male,,66,Female,,0.127336623,0.0358,122350.61,43595,0.0015,Internal,45657
